id_acidente,id_veiculo,TipoVeiculo,SexoCondutor,idade_condutor,CategoriaHabilitacao,UsaCintoSeguranca,EstadoAlcoolizacao,escolaridade
D021802130,02,automóvel,Feminino,49,Sem Informação,Sem Informação,Branco,Superior
D021802134,01,automóvel,Masculino,64,Sem Informação,Sem Informação,Branco,Sem Informação
D021802134,02,moto,Masculino,38,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802134,03,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802152,01,moto,Masculino,22,Sem Informação,Sem Informação,Branco,Sem Informação
D021802152,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802157,01,moto,Masculino,19,Sem Informação,Sem Informação,Branco,Sem Informação
D021802157,02,automóvel,Masculino,61,Sem Informação,Sem Informação,Branco,Sem Informação
D021802161,01,caminhonete,Masculino,36,Sem Informação,Sem Informação,Branco,Sem Informação
D021802161,02,moto,Masculino,15,Inabilitado,Sem Informação,Branco,Sem Informação
D021802169,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802169,02,moto,Masculino,32,Sem Informação,Sem Informação,Branco,Superior
D021802171,01,automóvel,Masculino,36,Sem Informação,Sem Informação,Branco,Superior
D021802173,01,automóvel,Feminino,22,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802184,01,moto,Masculino,56,Sem Informação,Sem Informação,Branco,Superior
D021802184,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802185,01,automóvel,Masculino,64,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021802185,02,automóvel,Masculino,55,Sem Informação,Sem Informação,Branco,Sem Informação
D021802186,01,automóvel,Feminino,33,Habilitado,Sem Informação,Não Alcoolizado ,Ensino Médio
D021802186,02,moto,Masculino,34,Habilitado,Sem Informação,Não Alcoolizado ,Ensino Fundamental II
D021802188,01,automóvel,Feminino,23,Sem Informação,Sem Informação,Branco,Superior
D021802192,01,moto,Masculino,55,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802198,01,ônibus,Masculino,57,Sem Informação,Sem Informação,Branco,Sem Informação
D021802199,01,moto,Masculino,53,Sem Informação,Sem Informação,Branco,Superior
D021802202,01,ônibus,Masculino,41,Sem Informação,Sem Informação,Branco,Sem Informação
D021802202,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802206,01,moto,Masculino,26,Sem Informação,Sem Informação,Branco,Sem Informação
D021802206,02,automóvel,Masculino,29,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802207,01,automóvel,Masculino,38,Habilitado,Sem Informação,Branco,Superior
D021802207,02,moto,Masculino,34,Habilitado,Sem Informação,Branco,Ensino Médio
D021802216,01,caminhão,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802221,01,moto,Masculino,24,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802221,02,sem informação,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802223,01,automóvel,Masculino,34,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802223,02,automóvel,Feminino,22,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802233,01,automóvel,Masculino,56,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802238,01,bicicleta,Masculino,19,Não Exigível,Sem Informação,Branco,Ensino Fundamental II
D021802238,02,caminhão,Masculino,33,Sem Informação,Sem Informação,Branco,Sem Informação
D021802240,01,bicicleta,Masculino,30,Não Exigível,Sem Informação,Branco,Superior
D021802240,02,bicicleta,Sem Informação,SI,Não Exigível,Sem Informação,Branco,Sem Informação
D021802242,01,moto,Masculino,32,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802242,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802244,01,automóvel,Masculino,44,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021802245,01,automóvel,Masculino,38,Sem Informação,Sem Informação,Branco,Superior
D021802246,01,automóvel,Feminino,68,Sem Informação,Sem Informação,Branco,Superior
D021802246,02,caminhonete,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802247,01,moto,Masculino,40,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802251,01,automóvel,Masculino,29,Sem Informação,Sem Informação,Alcoolizado,Superior
D021802252,01,moto,Masculino,45,Inabilitado,Sem Informação,Suspeita de Álcool,Sem Informação
D021802252,02,automóvel,Feminino,36,Sem Informação,Sem Informação,Branco,Superior
D021802256,01,moto,Masculino,34,Sem Informação,Sem Informação,Branco,Sem Informação
D021802256,02,moto,Masculino,27,Sem Informação,Sem Informação,Branco,Superior
D021802257,01,automóvel,Feminino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802263,01,moto,Masculino,21,Habilitado,Sem Informação,Branco,Ensino Fundamental II
D021802270,01,moto,Masculino,33,Sem Informação,Sem Informação,Branco,Sem Informação
D021802270,02,sem informação,Feminino,48,Sem Informação,Sem Informação,Branco,Superior
D021802283,01,automóvel,Feminino,28,Sem Informação,Sem Informação,Branco,Superior
D021802283,02,moto,Masculino,55,Sem Informação,Sem Informação,Branco,Superior
D021802284,01,ônibus,Masculino,55,Sem Informação,Sem Informação,Branco,Sem Informação
D021802285,01,moto,Masculino,23,Sem Informação,Sem Informação,Branco,Sem Informação
D021802285,02,caminhonete,Masculino,63,Sem Informação,Sem Informação,Branco,Sem Informação
D021802288,01,moto,Masculino,43,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802288,02,automóvel,Masculino,56,Inabilitado,Sem Informação,Branco,Sem Informação
D021802288,03,caminhão,Masculino,73,Sem Informação,Sem Informação,Branco,Sem Informação
D021802292,01,moto,Masculino,28,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802294,01,moto,Masculino,23,Sem Informação,Sem Informação,Branco,Sem Informação
D021802294,02,sem informação,Masculino,27,Sem Informação,Sem Informação,Branco,Sem Informação
D021802295,01,moto,Masculino,40,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802295,02,automóvel,Masculino,55,Sem Informação,Sem Informação,Branco,Sem Informação
D021802298,01,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802298,02,ônibus,Masculino,38,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802299,01,ônibus,Masculino,46,Sem Informação,Sem Informação,Branco,Sem Informação
D021802304,01,automóvel,Masculino,49,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802304,02,automóvel,Masculino,44,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802304,03,caminhonete,Masculino,43,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802308,01,ônibus,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802310,01,moto,Masculino,22,Sem Informação,Sem Informação,Branco,Sem Informação
D021802310,02,automóvel,Feminino,23,Sem Informação,Sem Informação,Branco,Sem Informação
D021802315,01,automóvel,Masculino,60,Sem Informação,Sem Informação,Branco,Sem Informação
D021802315,02,automóvel,Masculino,42,Sem Informação,Sem Informação,Branco,Superior
D021802319,01,moto,Masculino,24,Inabilitado,Sem Informação,Branco,Sem Informação
D021802320,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802320,02,automóvel,Masculino,24,Sem Informação,Sem Informação,Branco,Sem Informação
D021802323,01,caminhonete,Masculino,30,Habilitado,Sem Informação,Branco,Ensino Fundamental II
D021802326,01,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802328,01,caminhonete,Masculino,39,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021802330,01,moto,Masculino,38,Sem Informação,Sem Informação,Branco,Superior
D021802330,02,automóvel,Feminino,29,Sem Informação,Sem Informação,Branco,Sem Informação
D021802331,01,moto,Masculino,41,Sem Informação,Sem Informação,Branco,Sem Informação
D021802331,02,caminhão,Masculino,54,Sem Informação,Sem Informação,Branco,Sem Informação
D021802334,01,automóvel,Masculino,27,Habilitado,Sem Informação,Branco,Ensino Médio
D021802336,01,moto,Masculino,27,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802336,02,automóvel,Masculino,24,Sem Informação,Sem Informação,Não Alcoolizado ,Ensino Médio
D021802342,01,moto,Masculino,42,Sem Informação,Sem Informação,Branco,Sem Informação
D021802347,01,moto,Masculino,24,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802347,02,automóvel,Feminino,26,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802356,01,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802365,01,moto,Masculino,41,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802365,02,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802368,01,moto,Masculino,34,Inabilitado,Sem Informação,Branco,Sem Informação
D021802368,02,automóvel,Feminino,42,Sem Informação,Sem Informação,Branco,Superior
D021802370,01,moto,Masculino,20,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802370,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802374,01,moto,Masculino,38,Sem Informação,Sem Informação,Branco,Sem Informação
D021802374,02,automóvel,Feminino,35,Sem Informação,Sem Informação,Branco,Superior
D021802381,01,moto,Masculino,29,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802381,02,automóvel,Masculino,28,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802383,01,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802383,02,moto,Masculino,35,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802387,01,moto,Masculino,26,Sem Informação,Sem Informação,Branco,Sem Informação
D021802387,02,automóvel,Masculino,76,Sem Informação,Sem Informação,Branco,Sem Informação
D021802390,01,moto,Masculino,27,Sem Informação,Sem Informação,Branco,Sem Informação
D021802390,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802391,01,automóvel,Masculino,41,Sem Informação,Sem Informação,Branco,Superior
D021802391,02,moto,Masculino,53,Sem Informação,Sem Informação,Branco,Superior
D021802393,01,moto,Masculino,30,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802395,01,moto,Masculino,31,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802399,01,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802403,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802403,02,moto,Masculino,47,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802410,01,moto,Masculino,42,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021802410,02,automóvel,Feminino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802412,01,moto,Masculino,21,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802412,02,ônibus,Masculino,50,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802416,01,moto,Masculino,27,Sem Informação,Sem Informação,Branco,Sem Informação
D021802416,02,ônibus,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802417,01,automóvel,Feminino,36,Sem Informação,Sem Informação,Branco,Sem Informação
D021802418,01,moto,Masculino,20,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802418,02,automóvel,Feminino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802421,01,automóvel,Masculino,45,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802427,01,ônibus,Masculino,38,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802427,02,ônibus,Masculino,40,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802441,01,moto,Masculino,17,Inabilitado,Sem Informação,Branco,Sem Informação
D021802441,02,automóvel,Masculino,22,Sem Informação,Sem Informação,Branco,Sem Informação
D021802442,01,moto,Masculino,45,Sem Informação,Sem Informação,Branco,Sem Informação
D021802442,02,moto,Masculino,59,Sem Informação,Sem Informação,Branco,Sem Informação
D021802443,01,automóvel,Masculino,34,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802444,01,bicicleta,Masculino,64,Não Exigível,Sem Informação,Branco,Ensino Fundamental II
D021802445,01,moto,Masculino,28,Sem Informação,Sem Informação,Branco,Sem Informação
D021802448,01,ônibus,Masculino,59,Sem Informação,Sem Informação,Branco,Sem Informação
D021802450,01,moto,Masculino,46,Sem Informação,Sem Informação,Branco,Superior
D021802450,02,automóvel,Masculino,29,Sem Informação,Sem Informação,Branco,Sem Informação
D021802453,01,automóvel,Masculino,46,Sem Informação,Sem Informação,Branco,Superior
D021802453,02,moto,Masculino,18,Sem Informação,Sem Informação,Branco,Sem Informação
D021802454,01,moto,Masculino,18,Inabilitado,Sem Informação,Branco,Ensino Médio
D021802454,02,automóvel,Masculino,36,Sem Informação,Sem Informação,Branco,Sem Informação
D021802459,01,moto,Masculino,18,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802459,02,automóvel,Masculino,30,Sem Informação,Sem Informação,Branco,Sem Informação
D021802464,01,moto,Masculino,20,Habilitado,Sem Informação,Alcoolizado,Ensino Fundamental II
D021802465,01,automóvel,Masculino,30,Sem Informação,Sem Informação,Branco,Sem Informação
D021802465,02,caminhonete,Masculino,30,Sem Informação,Sem Informação,Branco,Sem Informação
D021802470,01,caminhonete,Masculino,67,Sem Informação,Sem Informação,Branco,Sem Informação
D021802471,01,moto,Masculino,43,Sem Informação,Sem Informação,Branco,Sem Informação
D021802471,02,automóvel,Masculino,21,Sem Informação,Sem Informação,Branco,Sem Informação
D021802474,01,ônibus,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802478,01,automóvel,Feminino,46,Sem Informação,Sem Informação,Branco,Superior
D021802478,02,automóvel,Masculino,43,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802484,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802489,01,moto,Masculino,37,Habilitado,Sem Informação,Branco,Sem Informação
D021802494,01,moto,Masculino,24,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802494,02,automóvel,Masculino,41,Inabilitado,Sem Informação,Branco,Ensino Fundamental I
D021802495,01,moto,Masculino,50,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802496,01,automóvel,Masculino,23,Sem Informação,Sem Informação,Branco,Sem Informação
D021802500,01,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802505,01,automóvel,Masculino,34,Sem Informação,Sem Informação,Branco,Sem Informação
D021802505,02,caminhonete,Sem Informação,51,Sem Informação,Sem Informação,Branco,Sem Informação
D021802507,01,automóvel,Masculino,26,Sem Informação,Sem Informação,Branco,Sem Informação
D021802507,02,bicicleta,Masculino,36,Não Exigível,Sem Informação,Branco,Sem Informação
D021802509,01,automóvel,Masculino,62,Sem Informação,Sem Informação,Branco,Superior
D021802510,01,automóvel,Feminino,44,Sem Informação,Sem Informação,Branco,Superior
D021802510,02,moto,Masculino,43,Sem Informação,Sem Informação,Branco,Sem Informação
D021802513,01,moto,Masculino,20,Sem Informação,Sem Informação,Branco,Sem Informação
D021802513,02,automóvel,Masculino,70,Sem Informação,Sem Informação,Branco,Sem Informação
D021802516,01,moto,Masculino,23,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802516,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802519,01,moto,Masculino,28,Habilitado,Sem Informação,Branco,Sem Informação
D021802519,02,automóvel,Masculino,44,Habilitado,Sem Informação,Branco,Sem Informação
D021802529,01,moto,Masculino,44,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802529,02,sem informação,Masculino,76,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802530,01,caminhão,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802531,01,moto,Masculino,29,Habilitado,Sem Informação,Branco,Ensino Médio
D021802531,02,automóvel,Masculino,27,Sem Informação,Sem Informação,Branco,Superior
D021802532,01,bicicleta,Feminino,21,Não Exigível,Sem Informação,Branco,Sem Informação
D021802532,02,caminhonete,Masculino,58,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802542,01,automóvel,Masculino,21,Sem Informação,Sem Informação,Branco,Sem Informação
D021802542,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802545,01,automóvel,Masculino,32,Sem Informação,Sem Informação,Alcoolizado,Sem Informação
D021802550,01,moto,Feminino,44,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802550,02,automóvel,Masculino,53,Sem Informação,Sem Informação,Branco,Sem Informação
D021802559,01,moto,Masculino,41,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802559,02,automóvel,Masculino,33,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802563,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802563,02,automóvel,Feminino,39,Sem Informação,Sem Informação,Branco,Superior
D021802566,01,automóvel,Masculino,38,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802567,01,moto,Masculino,40,Sem Informação,Sem Informação,Suspeita de Álcool,Superior
D021802572,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802573,01,automóvel,Masculino,30,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802580,01,automóvel,Masculino,36,Habilitado,Sem Informação,Branco,Ensino Médio
D021802580,02,caminhão,Masculino,59,Sem Informação,Sem Informação,Não Alcoolizado ,Sem Informação
D021802581,01,moto,Masculino,52,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802581,02,automóvel,Masculino,40,Sem Informação,Sem Informação,Branco,Superior
D021802582,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802582,02,automóvel,Feminino,40,Sem Informação,Sem Informação,Branco,Superior
D021802583,01,automóvel,Masculino,31,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802583,02,automóvel,Masculino,30,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802590,01,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802592,01,automóvel,Masculino,33,Sem Informação,Sem Informação,Branco,Sem Informação
D021802594,01,automóvel,Feminino,32,Sem Informação,Sem Informação,Branco,Superior
D021802598,01,moto,Masculino,35,Sem Informação,Sem Informação,Branco,Sem Informação
D021802600,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802600,02,automóvel,Masculino,32,Sem Informação,Sem Informação,Branco,Superior
D021802601,01,moto,Masculino,20,Sem Informação,Sem Informação,Branco,Sem Informação
D021802601,02,automóvel,Feminino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802605,01,moto,Masculino,31,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802605,02,automóvel,Masculino,34,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802606,01,caminhão,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802606,02,moto,Masculino,24,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802609,01,moto,Masculino,36,Sem Informação,Sem Informação,Branco,Sem Informação
D021802614,01,moto,Feminino,26,Sem Informação,Sem Informação,Branco,Sem Informação
D021802618,01,automóvel,Masculino,63,Sem Informação,Sem Informação,Branco,Superior
D021802618,02,moto,Masculino,20,Sem Informação,Sem Informação,Branco,Sem Informação
D021802621,01,moto,Masculino,32,Sem Informação,Sem Informação,Branco,Sem Informação
D021802621,02,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802625,01,moto,Masculino,35,Sem Informação,Sem Informação,Branco,Sem Informação
D021802628,01,automóvel,Masculino,41,Inabilitado,Sem Informação,Branco,Sem Informação
D021802628,02,moto,Masculino,33,Sem Informação,Sem Informação,Branco,Sem Informação
D021802634,01,automóvel,Masculino,19,Sem Informação,Sem Informação,Branco,Sem Informação
D021802637,01,moto,Masculino,33,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802637,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802638,01,automóvel,Masculino,34,Sem Informação,Sem Informação,Branco,Sem Informação
D021802638,02,automóvel,Masculino,34,Sem Informação,Sem Informação,Branco,Sem Informação
D021802644,01,automóvel,Masculino,33,Sem Informação,Sem Informação,Não Alcoolizado ,Sem Informação
D021802644,02,moto,Feminino,47,Sem Informação,Sem Informação,Branco,Superior
D021802658,01,moto,Masculino,31,Sem Informação,Sem Informação,Branco,Sem Informação
D021802661,01,automóvel,Masculino,44,Habilitado,Sem Informação,Alcoolizado,Ensino Fundamental I
D021802661,02,bicicleta,Masculino,40,Não Exigível,Sem Informação,Branco,Sem Informação
D021802662,01,moto,Masculino,51,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802662,02,automóvel,Masculino,31,Sem Informação,Sem Informação,Branco,Sem Informação
D021802664,01,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802664,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802671,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802680,01,moto,Masculino,21,Sem Informação,Sem Informação,Branco,Sem Informação
D021802680,02,automóvel,Masculino,52,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021802683,01,moto,Masculino,35,Sem Informação,Sem Informação,Branco,Sem Informação
D021802683,02,moto,Masculino,44,Sem Informação,Sem Informação,Branco,Sem Informação
D021802687,01,moto,Masculino,26,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802687,02,automóvel,Masculino,47,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802688,01,bicicleta,Masculino,52,Não Exigível,Sem Informação,Branco,Sem Informação
D021802694,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802697,01,moto,Masculino,26,Inabilitado,Sem Informação,Branco,Ensino Médio
D021802697,02,automóvel,Masculino,47,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802701,01,moto,Masculino,19,Inabilitado,Sem Informação,Branco,Sem Informação
D021802701,02,automóvel,Masculino,26,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802704,01,moto,Masculino,28,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802708,01,moto,Masculino,38,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802715,01,ônibus,Masculino,35,Sem Informação,Sem Informação,Branco,Sem Informação
D021802716,01,moto,Masculino,20,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802716,02,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802722,01,ônibus,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802723,01,moto,Feminino,27,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802723,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802724,01,moto,Masculino,45,Sem Informação,Sem Informação,Branco,Sem Informação
D021802724,02,automóvel,Masculino,22,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802725,01,moto,Masculino,38,Sem Informação,Sem Informação,Branco,Sem Informação
D021802725,02,automóvel,Masculino,44,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802736,01,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802738,01,moto,Masculino,50,Sem Informação,Sem Informação,Branco,Superior
D021802738,02,automóvel,Masculino,55,Sem Informação,Sem Informação,Branco,Sem Informação
D021802743,01,ônibus,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802748,01,automóvel,Feminino,38,Sem Informação,Sem Informação,Branco,Sem Informação
D021802748,02,caminhonete,Masculino,38,Sem Informação,Sem Informação,Branco,Sem Informação
D021802750,01,ônibus,Masculino,42,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802752,01,moto,Feminino,34,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802752,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802755,01,moto,Masculino,44,Sem Informação,Sem Informação,Branco,Sem Informação
D021802755,02,automóvel,Masculino,63,Sem Informação,Sem Informação,Branco,Superior
D021802758,01,automóvel,Masculino,22,Inabilitado,Sem Informação,Branco,Sem Informação
D021802758,02,caminhonete,Feminino,51,Sem Informação,Sem Informação,Branco,Superior
D021802758,03,automóvel,Feminino,41,Inabilitado,Sem Informação,Branco,Sem Informação
D021802759,01,ônibus,Masculino,54,Sem Informação,Sem Informação,Não Alcoolizado ,Sem Informação
D021802759,02,ônibus,Masculino,32,Sem Informação,Sem Informação,Branco,Sem Informação
D021802761,01,moto,Masculino,40,Sem Informação,Sem Informação,Branco,Sem Informação
D021802761,02,caminhonete,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802765,01,moto,Masculino,38,Sem Informação,Sem Informação,Branco,Sem Informação
D021802765,02,automóvel,Feminino,50,Sem Informação,Sem Informação,Branco,Superior
D021802768,01,van,Feminino,44,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802777,01,ônibus,Masculino,36,Inabilitado,Sem Informação,Branco,Sem Informação
D021802777,02,ônibus,Masculino,37,Sem Informação,Sem Informação,Branco,Sem Informação
D021802786,01,moto,Masculino,20,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802788,01,automóvel,Masculino,80,Habilitado,Sem Informação,Branco,Ensino Médio
D021802788,02,bicicleta,Masculino,33,Não Exigível,Sem Informação,Branco,Sem Informação
D021802791,01,caminhão,Masculino,60,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021802793,01,ônibus,Masculino,54,Habilitado,Sem Informação,Não Alcoolizado ,Sem Informação
D021802798,01,automóvel,Masculino,47,Sem Informação,Sem Informação,Branco,Superior
D021802798,02,moto,Masculino,23,Sem Informação,Sem Informação,Branco,Sem Informação
D021802801,01,automóvel,Feminino,25,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802805,01,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802806,01,caminhão,Masculino,57,Habilitado,Sem Informação,Branco,Ensino Fundamental II
D021802806,02,moto,Masculino,39,Habilitado,Sem Informação,Branco,Sem Informação
D021802809,01,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802810,01,automóvel,Masculino,20,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802810,02,moto,Masculino,43,Sem Informação,Sem Informação,Branco,Sem Informação
D021802814,01,moto,Masculino,33,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802814,02,automóvel,Feminino,43,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802817,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802817,02,automóvel,Masculino,35,Sem Informação,Sem Informação,Branco,Superior
D021802818,01,moto,Masculino,35,Sem Informação,Sem Informação,Branco,Sem Informação
D021802818,02,automóvel,Masculino,29,Inabilitado,Sem Informação,Branco,Ensino Fundamental II
D021802819,01,ônibus,Masculino,29,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802821,01,automóvel,Masculino,36,Sem Informação,Sem Informação,Branco,Superior
D021802823,01,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802823,02,automóvel,Feminino,21,Sem Informação,Sem Informação,Branco,Superior
D021802823,03,automóvel,Feminino,28,Sem Informação,Sem Informação,Branco,Sem Informação
D021802823,04,automóvel,Masculino,51,Sem Informação,Sem Informação,Branco,Sem Informação
D021802826,01,automóvel,Masculino,42,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
