id_acidente,cadlogA,nomeA,cadlogB,nomeB,alt_num,referencia,data,hora,CodigoAcidente,dp,bo,automovel,moto,onibus,caminhao,bicicleta,onibus_fretado,onibus_urbano,microonibus,caminhonete,carroca,outros,sem_informacao,ferida,obito,det,distrito,princ_a,princ_b,TipoAcidente,latitude,longitude,geocoding,obstaculo,observacao,ocorrenciaPolicial
D021800271,01803,ANTONIO MUNHOZ BONILHA, AV ,     ,,113,               ,27/02/2018,16:00,com vítima,40 ,640   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NO2,50,01803,,Colisão lateral,-23.5032,-46.6843,,,,
D021800274,07671,GABRIEL, AV  S    ,14804,NOVE DE JULHO, AV ,0,               ,21/02/2018,19:20,com vítima,15 ,1778  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,OE1,62,07671,14804,Colisão traseira,-23.5765,-46.6708,,,,
D021800275,07733,GALVAO BUENO, RUA,06880,FAGUNDES, RUA,0,               ,06/02/2018,13:03,atropelamento,01 ,570   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SU1,49,06880,7733,Atropelamento,-23.5597,-46.6346,,,,
D021800277,44742,BERNARDINO BRITO FONSECA DE CA, AV ,18454,SOUSA BANDEIRA, AV ,0,               ,18/02/2018,19:10,com vítima,21 ,1424  ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,LE3,5 ,18454,44742,Colisão transversal,-23.5471,-46.5014,,,,
D021800278,19100,BANDEIRANTES, AV  DOS,     ,,4573,               ,25/02/2018,13:30,com vítima,27 ,1658  ,1,1,0,1,0,0,0,0,0,0,0,0,2,0,PB ,15,19100,,Colisão,-23.6192,-46.6572,,,,
D021800279,12716,MANUEL GAYA, RUA,     ,,266,               ,03/02/2018,02:28,com vítima,39 ,422   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,39,12716,,Colisão,-23.4663,-46.5951,,,,
D021800280,15656,PAULISTA, AV ,     ,,568,               ,22/02/2018,22:20,com vítima,78 ,1649  ,1,0,0,0,1,0,0,0,0,0,0,0,1,0,OE1,7 ,15656,,Colisão,-23.5672,-46.6486,,,,
D021800281,13014,MARGINAL DO RIO PINHEIROS (SYL, AV ,     ,,12,               ,22/02/2018,02:40,com vítima,34 ,536   ,2,0,0,0,0,0,0,0,1,0,0,0,2,0,PB ,54,13014,,Colisão traseira,-23.6176,-46.7016,,,,
D021800282,10045,JERICINO, RUA,     ,,704,               ,11/02/2018,10:20,atropelamento,31 ,669   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SE1,20,10045,,Atropelamento,-23.5456,-46.5355,,,,
D021800283,19931,WASHINGTON LUIS, AV ,     ,,4192,               ,27/02/2018,21:00,com vítima,27 ,1727  ,1,1,0,0,0,0,0,0,0,0,0,0,0,1,SU3,15,19931,,Colisão traseira,-23.6415,-46.6725,,,,
D021800285,36045,MARCILAC, ES  ENG  ,     ,,39,               ,08/02/2018,11:00,com vítima,25 ,551   ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,SU4,55,36045,,Queda ocupante dentro,-23.8394,-46.7382,,,,
D021800293,74752,AUGUSTO JOSE AVANCINI, RUA,     ,,193,               ,10/02/2018,22:59,atropelamento,75 ,371   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,OE2,65,74752,,Atropelamento,-23.5914,-46.786,,,,
D021800298,13014,MARGINAL DO RIO PINHEIROS (SYL, AV ,     ,,16741,               ,17/02/2018,13:00,com vítima,92 ,433   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,PB ,83,13014,,Queda moto/bicicleta,-23.6388,-46.7247,,,,
D021800301,07497,FRANCISCO MESQUITA, AV  DR   ,     ,,251,               ,10/02/2018,16:38,com vítima,56 ,837   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SE1,93,07497,,Queda moto/bicicleta,-23.5876,-46.5893,,,,
D021800303,15914,PEDRO DE TOLEDO, RUA,09406,ISMAEL GUILHERME, RUA COMTE,0,               ,23/02/2018,10:35,com vítima,96 ,493   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU2,32,09406,15914,Colisão transversal,-23.5937,-46.6576,,,,
D021800304,27094,SALIM FARAH MALUF, AV ,     ,,11,               ,27/02/2018,20:00,atropelamento,52 ,1687  ,0,1,0,0,0,0,0,0,0,0,0,0,2,0,TS ,8 ,27094,,Atropelamento,-23.5429,-46.5802,,,,
D021800306,06371,ELISABETH DE ROBIANO, AV  CDSSA,     ,,3800,               ,13/02/2018,05:00,com vítima,52 ,1268  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,TT ,80,29772,,Queda moto/bicicleta,-23.5266,-46.564,,,,
D021800307,12852,MARAGLIANO, RUA MAJ  ,     ,,94,               ,20/02/2018,13:00,atropelamento,36 ,383   ,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SU2,90,12852,,Atropelamento,-23.5863,-46.6381,,,,
D021800308,01967,APUCARANA, RUA,     ,,0,NC             ,02/02/2018,07:40,com vítima,30 ,392   ,0,2,0,0,0,0,0,0,0,0,0,0,1,1,SE2,80,01967,,Colisão,-23.5391,-46.5647,,,,
D021800311,06726,LUAR DO SERTAO, RUA,     ,,580,               ,06/02/2018,06:06,com vítima,47 ,1523  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SO3,19,06726,,Queda moto/bicicleta,-23.6895,-46.7948,,,,
D021800312,16956,REGO BARROS, RUA,     ,,270,               ,09/02/2018,21:30,com vítima,41 ,1345  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE1,4 ,16956,,Colisão transversal,-23.5624,-46.52,,,,
D021800313,11802,LESSING, RUA,     ,,754,               ,10/02/2018,17:40,com vítima,42 ,900018,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SE1,72,11802,,Choque,-23.5819,-46.5504,,VE,,
D021800317,27094,SALIM FARAH MALUF, AV ,     ,,3400,               ,07/02/2018,16:00,com vítima,29 ,357   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,TS ,1 ,27094,,Colisão traseira,-23.5619,-46.5762,,,,
D021800318,14270,MORVAN DIAS DE FIGUEIREDO, AV ,     ,,914,               ,26/02/2018,08:00,com vítima,09 ,597   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,TT ,70,29772,,Colisão lateral,-23.5179,-46.6208,,,,
D021800322,18618,TAMANDARE, RUA,     ,,428,               ,14/02/2018,14:27,com vítima,05 ,572   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU1,49,18618,,Colisão lateral,-23.5628,-46.6339,,,,
D021800325,09224,VITORINO FREIRE, AV  SEN  ,     ,,200,               ,02/02/2018,13:25,atropelamento,98 ,841   ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,SU3,22,09224,,Atropelamento,-23.6874,-46.6333,,,,
D021800326,02181,ARICANDUVA, AV ,     ,,100,               ,21/02/2018,11:21,com vítima,21 ,619   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SE3,20,02181,,Queda moto/bicicleta,-23.5377,-46.5471,,,,
D021800327,07414,JACOME TELES DE MENEZES, RUA,     ,,94,               ,10/02/2018,15:20,com vítima,62 ,1016  ,0,1,0,0,0,0,0,0,1,0,0,0,1,0,LE3,28,07414,,Colisão transversal,-23.5047,-46.4922,,,,
D021800329,14270,MORVAN DIAS DE FIGUEIREDO, AV ,     ,,3231,               ,22/02/2018,09:00,com vítima,09 ,900010,0,1,0,0,0,0,0,0,0,0,0,0,1,0,TT ,86,29772,,Queda moto/bicicleta,-23.5245,-46.5988,,,,
D021800330,10036,JEQUIRITUBA, RUA,     ,,2015,               ,22/02/2018,06:05,com vítima,101,526   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SU4,30,10036,,Queda moto/bicicleta,-23.7415,-46.6805,,,,
D021800333,15728,PAULO DE FARIA, RUA,15466,PARANABI, RUA,0,               ,24/02/2018,12:30,com vítima,39 ,1686  ,1,0,0,0,0,0,0,0,0,0,0,1,1,0,CN2,82,15466,15728,Sem Informação,-23.4807,-46.6025,,,,
D021800337,18151,SEZEFREDO FAGUNDES, AV  CEL  ,05636,CURUPITE, RUA,0,               ,28/02/2018,09:45,com vítima,20 ,1795  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,82,05636,18151,Colisão lateral,-23.4751,-46.6086,,,,
D021800338,15188,OTAVIANO ALVES DE LIMA, AV ,     ,,4580,               ,16/02/2018,17:30,com vítima,33 ,1168  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,TT ,29,29772,,Colisão traseira,-23.5071,-46.7024,,,,
D021800340,13294,MARIA LUIZA AMERICANO, AV ,     ,,47,               ,27/02/2018,15:30,com vítima,53 ,2103  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE3,57,13294,,Colisão lateral,-23.5784,-46.4812,,,,
D021800344,09572,ITAPURA, RUA,     ,,462,               ,08/02/2018,06:53,com vítima,30 ,488   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE2,80,09572,,Colisão,-23.5422,-46.5667,,,,
D021800354,21514,ROQUE PETRONI JUNIOR, AV ,     ,,0,NC             ,23/02/2018,06:40,com vítima,96 ,1582  ,0,1,0,0,0,0,0,0,1,0,0,0,1,0,SO2,71,21514,,Colisão lateral,-23.6256,-46.6875,,,,
D021800357,17603,SAINT GALL, RUA,     ,,30,               ,01/02/2018,10:03,com vítima,38 ,347   ,0,0,0,0,0,0,0,0,1,0,0,0,1,0,CN1,51,17603,,Choque,-23.4802,-46.6475,,PA,,
D021800358,47846,LUIS VIEIRA DE C MESQUITA, PCA ENG  ,     ,,10,               ,21/02/2018,17:44,com vítima,34 ,1425  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,OE2,94,47846,,Colisão lateral,-23.5915,-46.7407,,,,
D021800359,02527,AUGUSTO DE MIRANDA, RUA DR   ,     ,,1,               ,08/02/2018,09:10,com vítima,07 ,605   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NO1,48,02527,,Colisão,-23.5241,-46.6858,,,,
D021800360,68836,ROBERVAL DE MENEZES, RUA CEL  ,     ,,73,               ,08/02/2018,12:20,com vítima,20 ,2022  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,82,68836,,Queda moto/bicicleta,-23.4797,-46.6158,,,,
D021800361,18379,VENTURA GARCIA CALDERON, RUA,     ,,27,               ,25/02/2018,04:01,atropelamento,97 ,1264  ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,SU3,22,18379,,Atropelamento,-23.6772,-46.6371,,,,
D021800362,11130,JOSE OTONI, RUA,     ,,20,               ,01/02/2018,13:36,atropelamento,22 ,382   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LE2,74,11130,,Atropelamento,-23.4924,-46.4395,,,,
D021800363,08955,IBITIRAMA, RUA,     ,,76,               ,04/02/2018,07:09,com vítima,56 ,699   ,0,1,0,0,0,0,0,0,0,0,0,0,2,0,SE1,93,08955,,Choque,-23.5814,-46.5851,,PA,,
D021800364,08538,GUSTAVO ADOLFO, AV ,     ,,827,               ,10/02/2018,11:45,com vítima,39 ,1377  ,3,0,0,0,0,0,0,0,0,0,0,0,5,0,CN2,82,08538,,Colisão frontal,-23.4817,-46.591,,,,
D021800365,33015,SADAMU INOUE, AV ,     ,,5252,               ,02/02/2018,13:45,com vítima,25 ,393   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU4,55,33015,,Colisão,-23.8128,-46.7353,,,,
D021800367,14267,MORUMBI, AV ,     ,,6341,               ,23/02/2018,09:10,com vítima,34 ,1480  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SO2,54,14267,,Queda moto/bicicleta,-23.6167,-46.7089,,,,
D021800372,09220,INTERLAGOS, AV ,     ,,5461,               ,08/02/2018,06:10,com vítima,48 ,611   ,0,2,0,0,0,0,0,0,0,0,0,0,1,0,SU3,23,09220,,Colisão transversal,-23.6897,-46.6974,,,,
D021800373,17820,TITO, AV  MAL  ,13891,MIGUEL ANGELO LAPENA, RUA,0,               ,04/02/2018,13:50,com vítima,22 ,867   ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,LE2,74,13891,17820,Colisão transversal,-23.4929,-46.4415,,,,
D021800374,04543,CASSANDOCA, AV ,     ,,826,               ,16/02/2018,18:35,com vítima,57 ,991   ,3,0,0,0,0,0,0,0,0,0,0,0,0,1,SE2,53,04543,,Colisão,-23.5544,-46.5899,,,,
D021800377,22968,MASSINET SORCINELLI, RUA,02421,ASSIS CHATEAUBRIAND, AV ,0,               ,03/02/2018,06:59,com vítima,13 ,934   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,TT ,70,02421,22968,Colisão lateral,-23.5177,-46.6344,,,,
D021800378,13881,MIGUEL, AV  S    ,     ,,1685,               ,11/02/2018,20:06,atropelamento,24 ,1121  ,0,1,0,0,0,0,0,0,0,0,0,0,2,1,LE3,64,13881,,Atropelamento,-23.512,-46.514,,,,
D021800379,23441,SONHO GAUCHO, RUA,     ,,597,               ,17/02/2018,09:10,com vítima,64 ,1277  ,0,0,0,0,1,0,0,0,1,0,0,0,1,0,LE3,5 ,23441,,Colisão,-23.5248,-46.4789,,,,
D021800380,19824,MOACIR DANTAS ITAPICURU, AV ,     ,,77,               ,24/02/2018,21:38,com vítima,22 ,1413  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LE2,74,19824,,Colisão,-23.5075,-46.4355,,,,
D021800381,02301,AROUCHE, RUA DO ,     ,,220,               ,20/02/2018,20:00,atropelamento,03 ,1145  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CN3,66,02301,,Atropelamento,-23.5413,-46.6451,,,,
D021800385,02483,ATLANTICA ANT. ROBERT KENNEDY, AV ,     ,,4600,               ,11/02/2018,01:00,com vítima,102,1457  ,1,0,0,0,0,0,0,0,0,0,0,0,2,0,SU4,79,02483,,Capotamento,-23.7068,-46.7127,,,,
D021800386,17824,SAPOPEMBA, AV ,     ,,20000,               ,17/02/2018,12:00,com vítima,49 ,1528  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE3,75,17824,,Colisão,-23.6222,-46.4479,,,,
D021800389,17799,SANTOS DUMONT, AV ,     ,,767,               ,22/02/2018,11:30,com vítima,02 ,1158  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN1,9 ,17799,,Colisão lateral,-23.5211,-46.63,,,,
D021800390,76402,INACIO DE OLIVEIRA CAMPOS, RUA,     ,,720,               ,11/02/2018,01:15,com vítima,68 ,1457  ,0,1,0,0,0,0,0,0,0,0,0,0,1,1,LE4,96,76402,,Choque,-23.5452,-46.3929,,PA,,
D021800399,18552,TABAPUA, RUA,16985,RENATO PAES DE BARROS, RUA DR   ,0,               ,06/02/2018,20:55,atropelamento,15 ,1189  ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,SO1,35,16985,18552,Atropelamento,-23.5823,-46.6737,,,,
D021800401,37964,BARRAGEM, ES  DA ,     ,,5157,               ,06/02/2018,17:47,com vítima,25 ,1139  ,0,2,0,0,0,0,0,0,0,0,0,0,2,0,SU4,55,37964,,Colisão frontal,-23.8663,-46.6825,,,B.O. DP 25 :  No histrico, no consta o nome, placa  ou marca de  seus respectivos donos das motos, por isso no foi preenchido.,
D021800402,09851,JAGUARUNDI, RUA,     ,,114,               ,04/02/2018,15:10,atropelamento,64 ,986   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,LE4,37,09851,,Atropelamento,-23.5357,-46.4685,,,,
D021800403,09529,ITAPECERICA, ES  DE ,     ,,7700,               ,11/02/2018,23:30,com vítima,47 ,1352  ,1,1,0,0,0,0,0,0,0,0,0,0,2,0,SO3,19,09529,,Colisão,-23.6759,-46.7901,,,,
D021800409,15507,TEOTONIO VILELA, AV  SEN  ,     ,,7900,               ,03/02/2018,07:49,com vítima,25 ,1032  ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,SU4,23,15507,,Choque,-23.7646,-46.7164,,PO,,
D021800411,75207,SARGACO, RUA,     ,,129,               ,24/02/2018,16:18,com vítima,50 ,1951  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LE2,36,75207,,Choque,-23.495,-46.3739,,VE,,
D021800413,12165,LUIS ANTONIO, AV  BRIG ,     ,,3510,               ,22/02/2018,15:00,com vítima,78 ,1640  ,0,1,0,0,0,0,0,0,1,0,0,0,1,0,SO1,32,12165,,Colisão transversal,-23.5756,-46.6575,,,,
D021800418,08438,GUAVIRUTUBA, ES ,02850,BARONESA, ES  DA ,0,               ,14/02/2018,01:29,com vítima,100,1426  ,1,0,0,0,0,0,0,0,0,0,0,0,2,0,SO3,43,02850,8438,Choque,-23.6862,-46.7544,,PI,,
D021800419,05606,CUPECE, AV ,     ,,1800,               ,18/02/2018,02:30,atropelamento,43 ,536   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SU3,22,05606,,Atropelamento,-23.6648,-46.6583,,,,
D021800422,08562,HADDOCK LOBO, RUA,     ,,354,               ,07/02/2018,15:30,com vítima,78 ,1564  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,OE1,26,08562,,Colisão,-23.5563,-46.66,,,,
D021800424,01657,ANTONIO DE BARROS, RUA,08986,IDA MOREIRA, RUA,0,               ,22/02/2018,10:15,com vítima,30 ,676   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE2,80,01657,8986,Colisão,-23.5417,-46.5566,,,,
D021800426,02181,ARICANDUVA, AV ,     ,,4440,               ,17/02/2018,01:30,com vítima,66 ,984   ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,SE3,4 ,02181,,Colisão traseira,-23.5596,-46.5129,,,,
D021800427,35829,MOREIRA GUIMARAES, AV ,     ,,699,               ,02/02/2018,10:30,com vítima,36 ,1337  ,0,2,0,0,0,0,0,0,0,0,0,0,2,0,SU2,77,35829,,Colisão traseira,-23.6123,-46.6569,,,,
D021800435,24338,LUIZ IGNACIO ANHAIA MELLO, AV  PROF ,     ,,1326,               ,26/02/2018,07:30,com vítima,56 ,1211  ,1,2,0,0,0,0,0,0,0,0,0,0,1,0,TS ,93,24338,,Colisão lateral,-23.5842,-46.5801,,,,
D021800441,00543,ALCANTARA MACHADO, AV ,     ,,4608,               ,11/02/2018,19:10,com vítima,08 ,1447  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LE1,8 ,00543,,Colisão lateral,-23.5417,-46.5815,,,,
D021800444,05618,CURSINO, AV  DO ,     ,,6467,               ,24/02/2018,14:30,com vítima,83 ,537   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU1,68,05618,,Colisão,-23.6561,-46.6145,,,,
D021800445,19744,VIEGAS DE MENEZES, RUA PDE  ,     ,,245,               ,24/02/2018,12:28,atropelamento,64 ,1472  ,0,0,0,0,0,0,0,0,0,0,0,1,2,0,LE4,37,19744,,Atropelamento,-23.5362,-46.4562,,,,
D021800446,13767,MAZZEI, AV ,     ,,1222,               ,26/02/2018,07:10,atropelamento,73 ,1994  ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,CN2,82,13767,,Atropelamento,-23.4714,-46.599,,,,
D021800447,17772,SANT'ANNA, AV  COMEN,     ,,900,               ,18/02/2018,04:30,com vítima,47 ,1581  ,1,0,0,0,0,0,0,0,0,0,0,0,7,0,SO3,19,17772,,Choque,-23.674,-46.7734,,PO,,
D021800448,11562,LAGRIMAS, ES  DAS,     ,,1104,               ,05/02/2018,00:01,com vítima,95 ,900029,2,0,0,0,0,0,0,0,1,0,0,0,1,0,SE2,68,11562,,Choque,-23.6109,-46.5949,,PA,,
D021800450,29772,MARGINAL DO RIO TIETE, AV ,     ,,4500,               ,18/02/2018,16:30,com vítima,33 ,1349  ,1,0,0,1,0,0,0,0,0,0,0,0,1,0,TT ,63,29772,,Colisão lateral,-23.5073,-46.7102,,,,
D021800451,15507,TEOTONIO VILELA, AV  SEN  ,     ,,2521,               ,14/02/2018,17:54,atropelamento,101,1407  ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,SU4,23,15507,,Atropelamento,-23.7231,-46.6982,,,,
D021800457,15426,PARADA PINTO, AV ,     ,,1230,               ,11/02/2018,01:15,com vítima,38 ,984   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN1,13,15426,,Colisão lateral,-23.4694,-46.6587,,,,
D021800461,59048,RIACHO DOS MACHADOS, AV ,     ,,500,               ,03/02/2018,19:30,com vítima,69 ,1222  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE3,73,59048,,Colisão lateral,-23.6022,-46.4891,,,,
D021800463,02542,AUGUSTO GIORGIO, RUA,04426,CARLOS VIVALDI, RUA,0,               ,04/02/2018,01:00,com vítima,49 ,1090  ,0,1,0,0,0,0,0,0,1,0,0,0,1,0,SE3,73,02542,4426,Colisão,-23.6016,-46.4787,,,,
D021800465,02235,ARMANDO DE ARRUDA PEREIRA, AV  ENG  ,     ,,0,NC             ,04/02/2018,11:05,com vítima,97 ,992   ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,SU2,38,02235,,Queda ocupante dentro,-23.6321,-46.6453,,,,
D021800466,18068,SERRA DE BRAGANCA, RUA,     ,,1,               ,07/02/2018,16:30,com vítima,30 ,668   ,0,1,0,0,0,0,0,0,1,0,0,0,1,0,SE2,80,18068,,Colisão,-23.5459,-46.575,,,,
D021800467,17132,RIO DA PRATA, RUA,14780,NOVA INDEPENDENCIA, AV ,0,               ,20/02/2018,19:00,com vítima,96 ,1508  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SO1,35,14780,17132,Colisão,-23.601,-46.689,,,,
D021800468,69817,JOSE FELIX, RUA,     ,,100,               ,07/02/2018,06:20,atropelamento,89 ,1253  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,OE3,94,69817,,Atropelamento,-23.6071,-46.751,,,,
D021800472,43405,IGUATEMI, ES ,98734,BARRO BRANCO *ANT. R.DOS CUNHA, ES  DO ,0,               ,21/02/2018,07:14,com vítima,54 ,900008,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LE4,25,43405,98734,Colisão transversal,-23.5739,-46.4158,,,,
D021800475,18594,TAIPAS, ES ,     ,,239,               ,09/02/2018,19:20,com vítima,74 ,963   ,1,0,0,0,0,0,0,0,1,0,0,0,2,0,NO3,42,18594,,Colisão transversal,-23.4527,-46.737,,,,
D021800476,22957,LUIZ GOMES CARDIM SANGIRARDI, AV  ENG  ,     ,,500,               ,09/02/2018,08:30,com vítima,06 ,587   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SU1,90,22957,,Queda moto/bicicleta,-23.5857,-46.6295,,,,
D021800482,04781,CERRO CORA, RUA,     ,,719,               ,08/02/2018,08:30,com vítima,07 ,638   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,OE4,48,04781,,Colisão transversal,-23.5398,-46.7039,,,,
D021800485,19516,VAUTIER, AV ,     ,,400,               ,15/02/2018,08:30,com vítima,12 ,639   ,1,1,0,0,0,0,0,0,0,0,0,0,2,0,LE1,56,19516,,Colisão traseira,-23.5307,-46.6209,,,,
D021800490,25202,PAULO DE BARROS WHITAKER, RUA DR   ,     ,,195,               ,23/02/2018,12:00,com vítima,48 ,900010,1,1,0,0,0,0,0,0,0,0,0,0,3,0,SU3,23,25202,,Colisão frontal,-23.7144,-46.6966,,,,
D021800491,09084,IMPERADOR, ES  DO ,06596,ESCOTEIROS, RUA DOS,0,               ,04/02/2018,05:49,com vítima,63 ,852   ,2,0,0,0,0,0,0,0,0,0,0,0,3,0,LE2,87,06596,9084,Colisão frontal,-23.5149,-46.4573,,,,
D021800495,00719,ALFREDO PUJOL, RUA,     ,,220,               ,22/02/2018,19:30,com vítima,13 ,1664  ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,CN1,70,00719,,Colisão traseira,-23.4999,-46.6278,,,,
D021800496,33015,SADAMU INOUE, AV ,     ,,5516,               ,19/02/2018,20:20,com vítima,25 ,625   ,1,0,1,0,0,0,0,0,0,0,0,0,1,0,SU4,55,33015,,Colisão lateral,-23.8154,-46.7348,,,,
D021800497,00061,ABRAAO RIBEIRO, AV  DR   ,     ,,838,               ,23/02/2018,07:30,com vítima,23 ,1653  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NO2,69,00061,,Colisão lateral,-23.5176,-46.6543,,,,
D021800498,12847,MARACATINS, AL  DOS,     ,,100,               ,24/02/2018,16:30,atropelamento,27 ,798   ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,SO1,32,12847,,Atropelamento,-23.6024,-46.6565,,,,
D021800499,07664,FURTADO, RUA CONS ,     ,,100,               ,08/02/2018,00:10,com vítima,01 ,586   ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CN3,78,07664,,Queda ocupante dentro,-23.5543,-46.6329,,,,
D021800502,43031,PAULO ZINGG, AV  JORN ,26603,VALENTINO CARDOSO, RUA,0,               ,03/02/2018,07:50,com vítima,46 ,1120  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NO3,95,26603,43031,Colisão lateral,-23.4867,-46.7597,,,,
D021800503,11082,JOSE MARIA WHITAKER, RUA DR   ,     ,,940,               ,23/02/2018,18:22,com vítima,16 ,1948  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,OE3,94,11082,,Colisão transversal,-23.5972,-46.7241,,,,
D021800505,10393,JOAO NERY, ES  DOM  ,     ,,2500,               ,12/02/2018,01:15,com vítima,50 ,1503  ,1,0,0,0,0,0,0,0,0,0,0,1,2,0,LE2,36,10393,,Colisão frontal,-23.5045,-46.4038,,,,
D021800508,06238,NACOES UNIDAS, AV  DAS,     ,,19600,               ,19/02/2018,22:47,com vítima,11 ,1832  ,1,1,0,0,0,0,0,0,0,0,0,0,2,0,PB ,71,13014,,Colisão,-23.661,-46.7115,,,,
D021800509,07061,FERNAO DIAS, VIA,     ,,84000,               ,25/02/2018,20:45,com vítima,73 ,2066  ,1,0,0,0,0,0,0,0,0,0,0,1,2,0,RV1,39,07061,,Colisão,-23.4446,-46.5683,,,,
D021800513,29772,MARGINAL DO RIO TIETE, AV ,     ,,3177,               ,01/02/2018,08:30,com vítima,19 ,450   ,0,2,0,0,0,0,0,0,0,0,0,0,1,0,TT ,63,29772,,Colisão lateral,-23.507,-46.7168,,,,
D021800517,11542,NORDESTINA, AV ,     ,,5400,               ,18/02/2018,02:30,com vítima,68 ,1715  ,0,0,1,0,0,0,0,0,1,0,0,0,1,0,LE4,96,11542,,Colisão transversal,-23.5252,-46.4179,,,,
D021800522,18826,BENTO GUELFI, AV ,     ,,1100,               ,16/02/2018,07:40,com vítima,49 ,1481  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE3,33,18826,,Colisão transversal,-23.603,-46.4299,,,,
D021800523,18940,TIBURCIO DE SOUSA, RUA,71003,CONSTANTINO GOMES, RUA,0,               ,05/02/2018,18:48,com vítima,50 ,1238  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LE2,36,18940,71003,Colisão transversal,-23.514,-46.3902,,,,
D021800525,11562,LAGRIMAS, ES  DAS,     ,,2295,               ,07/02/2018,15:30,com vítima,95 ,352   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE2,68,11562,,Colisão,-23.6226,-46.5911,,,,
D021800526,05997,DOMINGOS BARBOSA, PCA,     ,,31,               ,21/02/2018,10:40,atropelamento,29 ,368   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SE2,1 ,05997,,Atropelamento,-23.5704,-46.5716,,,,
D021800529,16541,PORTUGAL, RUA OUVID,02174,ARI CAJADO, RUA,0,               ,10/02/2018,14:48,com vítima,06 ,884   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU1,14,02174,16541,Colisão transversal,-23.571,-46.6128,,,,
